title,pubDate,guid,link,description
ဌာနချုပ် လိုင်ဇာအနီး စစ်ကောင်စီ အင်အားတိုးချဲ့ ပြီး စစ်‌ရေးဖိအားပေးလာ,"Sun, 05 Nov 2023 11:58:06 GMT",https://www.bbc.com/burmese/articles/cv2zlpjg5exo,https://www.bbc.com/burmese/articles/cv2zlpjg5exo,KIA ဌာနချုပ်ရှိရာ လိုင်ဇာမြို့ အနီးမှာရှိတဲ့ ခါယာတောင်နဲ့ ဘွန်ရယ်တောင်က တပ်စခန်းတွေမှာ စစ်ကောင်စီဘက်က အင်အားတိုးချဲ့ဖြည့်တင်းလာတယ်လို့ KIA ပြန်ကြားရေးတာဝန်ခံ ဗိုလ်မှူးကြီးနော်ဘူ က ဘီဘီစီကို ပြောပါတယ်။
နိုဝင်ဘာ ၅ ရက်ထိပ်တန်းသတင်းများ - ပဲခူး၊ မုန်းမြို့ထဲမှာ စစ်ကြောင်းထိုးပစ်ခတ်လို့ ဒေသခံထောင်နဲ့ချီ ထွက်ပြေး,"Sun, 05 Nov 2023 09:42:13 GMT",https://www.bbc.com/burmese/articles/cnkpy9jve0lo,https://www.bbc.com/burmese/articles/cnkpy9jve0lo,မုန်းမြို့နယ်ထဲက ကျေးရွာ ၇ ရက်ထက်မနည်းကို ဟောင်ဝစ်ဇာ လက်နက်ကြီးတွေနဲ့ပတ်ခတ်လို့ ကျေးရွာတွေထဲကိုလက်နက်ကြီးအပိုင်းအစတွေကျရောက်ပေါက်ကွဲခဲ့ပြီး သံဃာတော်(၁)ပါး ကျည်စထိမှန် ဒဏ်ရာရရှိခဲ့သလို စပါးရိတ်ဖို့သွားတဲ့ အသက် ၄၅ နှစ်အရွယ်ရွာသား တစ်ဦးကတော့ ကျည်စထိမှန်ပြီးနေရာမှာပဲပွဲချင်းပြီးသေဆုံးခဲ့ရတယ်လို့ပြောပါတယ်။
ဟက်ဇ်ဘိုလာတပ် ဘယ်လောက် အင်အားကြီးလဲ၊ အစ္စရေးနဲ့ တိုက်မှာလား,"Sat, 04 Nov 2023 22:14:47 GMT",https://www.bbc.com/burmese/articles/c1v279eq7weo,https://www.bbc.com/burmese/articles/c1v279eq7weo,ဟက်ဇ်ဘိုလာဆိုတာ ရှီယား မွတ်ဆလင် အဖွဲ့အစည်း ဖြစ်ပြီး နိုင်ငံရေး သြဇာရှိတဲ့ အဖွဲ့ဖြစ်သလို လက်ဘနွန်က အင်အားအကြီးဆုံး လက်နက်ကိုင်အဖွဲ့ကိုလည်း ထိန်းချုပ်ထားတဲ့ အဖွဲ့ပါ။
အီလွန်မတ်စ်ခ်ကို  အေအိုင်အကြောင်း ယူကေဝန်ကြီးချုပ် မေးမြန်းခန်း,"Sat, 04 Nov 2023 11:18:35 GMT",https://www.bbc.com/burmese/articles/cv2z47ydvp9o,https://www.bbc.com/burmese/articles/cv2z47ydvp9o,အနာဂတ်မှာ စူပါ ကွန်ပျူတာတွေကို စောင့်ကြည့်ထိန်းကွပ်ပေးမယ့် သူတွေရှိဖို့ လိုတယ်ဆိုတာကိုလည်း  မစ္စတာ မတ်စ်ခ်တို့ ၂ ဦးစလုံး သဘောတူခဲ့ကြပါတယ်။
နီပေါငလျင် - လူ ၁၀၀ ကျော်သေဆုံး ၁၀၀ ကျော်ဒဏ်ရာရ,"Sat, 04 Nov 2023 09:25:03 GMT",https://www.bbc.com/burmese/articles/cd1plnn5ne1o,https://www.bbc.com/burmese/articles/cd1plnn5ne1o,"နီပေါနိုင်ငံအနောက်ပိုင်းမှာ လှုပ်ခတ်ခဲ့တဲ့ ငလျင်ကြောင့် လူ ၁၀၀ ကျော်သေဆုံးပြီး ၁၀၀ ကျော်ဒဏ်ရာရ ခဲ့ပါတယ်။
"
မှိုအဆိပ်သင့်မှု - သံသယရှိခံရသူအမျိုးသမီးကိုလူသတ်မှုနဲ့စွဲချက်တင်,"Sat, 04 Nov 2023 05:10:48 GMT",https://www.bbc.com/burmese/articles/c3g2d4jz3l0o,https://www.bbc.com/burmese/articles/c3g2d4jz3l0o,လူသုံးဦး မှိုအဆိပ်သင့်မှုနဲ့ ပတ်သက်ပြီး သံသယရှိသူ သြစတေးလျအမျိုးသမီး  အယ်ရင်ပတ်တာဆန်ဟာ သူ့ရဲ့ လက်တွဲဖော်ဟောင်းကို လေးကြိမ်တိုင် လူသတ်ဖို့ ကြံစည်မှုနဲ့ တရားစွဲဆိုခံထားရပါတယ်။
ဒုက္ခသည်တွေ ခိုလှုံနေရာ ဂါဇာ စာသင်ကျောင်း တိုက်ခိုက်ခံရ - နိုဝင်ဘာ ၄ ရက် ညပိုင်း နိုင်ငံတကာသတင်းများ,"Sat, 04 Nov 2023 15:30:38 GMT",https://www.bbc.com/burmese/articles/c843w54kd18o,https://www.bbc.com/burmese/articles/c843w54kd18o,ဂါဇာ စစ်ပွဲ အဖြေရှာရေး နှစ်ကြိမ်မြောက် အရှေ့အလယ်ပိုင်း ခရီးစဥ် အမေရိကန် နိုင်ငံခြားရေး ဝန်ကြီး ပြုလုပ်နေ
နိုဝင်ဘာ ၄ ရက်ထိပ်တန်းသတင်းများ - လောက်ကိုင်က တရုတ်နိုင်ငံသားတွေ ဘေးကင်းရေး တရုတ်တောင်းဆို,"Sat, 04 Nov 2023 11:13:27 GMT",https://www.bbc.com/burmese/articles/cldpw7d7l4vo,https://www.bbc.com/burmese/articles/cldpw7d7l4vo,အောက်တိုဘာ ၂၀ ရက်က လောက်ကိုင်မြို့မှာဖြစ်ခဲ့တဲ့ ပစ်ခတ်မှု တစ်ခုအတွင်းမှာ တရုတ်နိုင်ငံသားတချို့ ထိခိုက်သေဆုံးခဲ့ပြီးတဲ့နောက် ယူနန်ပြည်နယ်၊ လင်ချန်းမြို့၊ နိုင်ငံခြားရေးရာရုံးက တဆင့် တောင်းဆိုထားတာဖြစ်ပါတယ်။
လောက်ကိုင် - တိုက်ပွဲတွေ ဝန်းရံနေတဲ့မြို့ ,"Fri, 03 Nov 2023 14:25:20 GMT",https://www.bbc.com/burmese/articles/cx01xx25vwjo,https://www.bbc.com/burmese/articles/cx01xx25vwjo,မြို့လေးမြို့နဲ့ စစ်ကောင်စီ တပ်စခန်းပေါင်း ၉၀ ကျော်ကို သီတင်းတစ်ပတ်အတွင်းသိမ်းပိုက်ခံရပါတယ်။ ဒါပေမဲ့ ကိုးကန့်ရဲ့အဓိကမြို့ဖြစ်တဲ့ လောက်ကိုင်ကိုတော့ စစ်ကောင်စီကဆက်လက်ထိန်းချုပ်ထားဆဲ ဖြစ်ပါတယ်။
ဘီးတဲလ်စ် အဖွဲ့ရဲ့ နောက်ဆုံး သီချင်း ထွက်ပေါ်လာပုံ ,"Fri, 03 Nov 2023 11:13:35 GMT",https://www.bbc.com/burmese/articles/c0wx4vxdp75o,https://www.bbc.com/burmese/articles/c0wx4vxdp75o,ဒီသီချင်းဟာ ကမ္ဘာ့ ရော့ခ်ဂီတ လောကမှာ အကြီးကျယ်ဆုံး အဖွဲ့တခုဖြစ်တဲ့ ဘီးတဲလ်စ် နောက်ဆုံး ကန့်လန့်ကာချ အပိတ်သီချင်း ဖြစ်လာနိုင်ပါတယ်။
‘‘ဘာမှမကျန်တော့ဘူး’’ ပါကစ္စတန်ကနေ ပြန်ပို့ခံရတဲ့အာဖဂန်တွေ,"Thu, 02 Nov 2023 17:15:07 GMT",https://www.bbc.com/burmese/articles/crg1gr14r1wo,https://www.bbc.com/burmese/articles/crg1gr14r1wo,အာဖဂန်ဒုက္ခသည် ၁.၇ သန်းနီးပါးဟာ ပါကစ္စတန်ကနေ ထွက်ခွာဖို့ အပြောခံရပြီးမှာ အခုတော့ မရေရာတဲ့အနာဂတ်တွေ ရင်ဆိုင်နေရပါတယ်။
အစ္စရေး ခုခံပိုင်ခွင့်ကို ထောက်ခံ၊ အရပ်သားတွေကိုကာကွယ်ဖို့  ဘလင်ကင် ထပ်ပြော - နိုဝင်ဘာ ၃ ရက် ညပိုင်း နိုင်ငံတကာသတင်းများ,"Fri, 03 Nov 2023 15:03:54 GMT",https://www.bbc.com/burmese/articles/c2524494nwyo,https://www.bbc.com/burmese/articles/c2524494nwyo,နိုဝင်ဘာ ၃ ရက် ညပိုင်း နိုင်ငံတကာသတင်းများ
နိုဝင်ဘာ ၃ ရက်ထိပ်တန်းသတင်းများ- ရှမ်းမြောက်တိုက်ပွဲတွေကြောင့် စစ်ရှောင် ထောင်နဲ့ချီရှိလာ လို့ ကုလထုတ်ပြန်,"Fri, 03 Nov 2023 10:10:16 GMT",https://www.bbc.com/burmese/articles/ck5xg61z3ppo,https://www.bbc.com/burmese/articles/ck5xg61z3ppo,"၁၀၂၇ စစ်ဆင်ရေးစပြီးနောက် အောက်တိုဘာ ၃၁ ရက်အထိ စာရင်းတွေအရ ရှမ်းပြည်မြောက်ပိုင်းကဒေသတွေမှာ စစ်ရှောင်လူဦးရေ ၆,၂၀၀ ကျော်အထိရှိလာပြီလို့ကုလသမဂ္ဂကထုတ်ပြန်ပါတယ်။"
နိုင်ငံခြားသား ပတ်စပို့ကိုင်ဆောင်သူတွေကို ဂါဇာဒေသကနေ အီဂျစ်နိုင်ငံထဲ နောက်ထပ်ဝင်ခွင့်ပြုခဲ့-နိုဝင်ဘာလ ၂ ရက် ညပိုင်း နိုင်ငံတကာသတင်းများ,"Thu, 02 Nov 2023 16:02:08 GMT",https://www.bbc.com/burmese/articles/cyd1v8z7511o,https://www.bbc.com/burmese/articles/cyd1v8z7511o,နိုဝင်ဘာလ ၂ ရက် ညပိုင်း နိုင်ငံတကာသတင်းများ
နိုဝင်ဘာ ၂ ရက် ထိပ်တန်းသတင်းများ - ရှမ်းမြောက်တိုက်ပွဲ ချက်ချင်းအပစ်ရပ်ဖို့ တရုတ်တိုက်တွန်း,"Fri, 03 Nov 2023 09:53:33 GMT",https://www.bbc.com/burmese/articles/cv20g5y1wpgo,https://www.bbc.com/burmese/articles/cv20g5y1wpgo,ရှမ်းမြောက်တိုက်ပွဲတွေနဲ့ပတ်သက်ပြီး ‘‘သက်ဆိုင်ရာ ပါဝင်ပတ်သက်သူတွေအနေနဲ့ တိုက်ခိုက်တာရပ်ပြီး အပစ်အခတ်ရပ်စဲရေး ချက်ချင်းလုပ်ဖို့ တိုက်တွန်းပါတယ်’’ လို့ တရုတ်နိုင်ငံခြားရေးဝန်ကြီးဌာန ပြောခွင့်ရသူက ပြောပါတယ်။
ပလ္လင်ရှေ့ ရောက်လာတဲ့ ၁၀၂၇ စစ်ဆင်ရေး,"Wed, 01 Nov 2023 15:18:55 GMT",https://www.bbc.com/burmese/articles/c6plpy4l900o,https://www.bbc.com/burmese/articles/c6plpy4l900o,စစ်ကောင်စီဥက္ကဋ္ဌ ဗိုလ်ချုပ်မှူးကြီးမင်းအောင်လှိုင် နဲ့ တရုတ်နိုင်ငံတော်ကောင်စီဝင် မစ္စတာဝမ်ချောက်ဟုန် တို့ တွေ့ဆုံဆွေးနွေးခဲ့ကြတဲ့အခါ ရှမ်းပြည်နယ်(မြောက်ပိုင်း)မှာ ဖြစ်ပွားနေတဲ့ တိုက်ပွဲတွေအကြောင်းပါထည့်သွင်းဆွေးနွေးခဲ့ကြပါတယ်။
အစ္စရေး-ဟားမတ်စ် စစ်ပွဲကနေ တရုတ် ဘာရချင်တာလဲ,"Wed, 01 Nov 2023 16:48:42 GMT",https://www.bbc.com/burmese/articles/c1dkdpk94vgo,https://www.bbc.com/burmese/articles/c1dkdpk94vgo,ပဋိပက္ခပြေလည်သွားစေမယ့် နည်းလမ်းတစ်ခု ကြိုးစားဖို့အတွက် တရုတ်နဲ့ အတူ ပူးပေါင်းဆောင်ရွက်သွားမယ်လို့ အမေရိကန်က ကတိပြုခဲ့ပါတယ်။
"အစ္စရေး အရပ်သား ၁၂၀,၀၀၀ ကျော် သေနတ်လိုင်စင်လျှောက်","Wed, 01 Nov 2023 13:56:57 GMT",https://www.bbc.com/burmese/articles/cw9v9eyq71qo,https://www.bbc.com/burmese/articles/cw9v9eyq71qo,"ဟားမတ်စ် စစ်သွေးကြွတွေသတ်ဖြတ်မှုကြောင့် လူပေါင်း ၁,၄၀၀ ‌ကျော်သေဆုံး ခဲ့ရတဲ့ အောက်တိုဘာ ၇ ရက်တိုက်ခိုက်မှုနောက်ပိုင်းအစ္စရေး နိုင်ငံသားတွေ သူတို့ရဲ့ ပထမဆုံး သေနတ်လိုင်စင်ကို ရဖို့ လျှောက်လွှာတင်ရာမှာ အယောက်ပေါင်း ၁၂၀, ၀၀၀ ကျော်ရှိလာပါပြီ။  "
‘‘စစ်ကျွံလာတဲ့အခါ တိုက်ရင်းနဲ့ပဲ တိုက်ပွဲတွေဖော်လိုက်တာဖြစ်ပါတယ်’’ - KIO ဒုဗိုလ်ချုပ်ကြီးဂွမ်မော်,"Mon, 30 Oct 2023 20:39:41 GMT",https://www.bbc.com/burmese/articles/c0dje287vzpo,https://www.bbc.com/burmese/articles/c0dje287vzpo,အောက်တိုဘာ ၁၈ ရက်နေ့မှာ နဘတ်ကြီး စခန်းကို ၀င်တိုက်ပြီး သိမ်းတယ်။ ၁၉ ရက်နေ့မှာတော့ ရှမ်းမြောက်မှာရှိတဲ့ နမ့်ကွတ် စခန်း၊ ၂၀ ရက်နေ့မှာတော့ လိုင်လွမ်စခန်းကို ကေအိုင်အေက အပြီးသိမ်းတာ ဖြစ်ပါတယ်။
စစ်အာဏာသိမ်းရက် ၁၀၀၀ - စစ်မြေပြင်က အသက်ကယ်ဆေး,"Sat, 28 Oct 2023 13:24:08 GMT",https://www.bbc.com/burmese/articles/c51wj95x82eo,https://www.bbc.com/burmese/articles/c51wj95x82eo,"၂၀၂၃ ခုနှစ်၊ အောက်တိုဘာလ ၂၈ ရက်မှာ စစ်အာဏာသိမ်းတာ ရက် ၁၀၀၀ ပြည့်ပါပြီ။
ရက် ၁၀၀၀ ကာလအတွင်း စစ်အာဏာသိမ်းမှုဆန့်ကျင်ရေးအကြမ်းမဖက် ဆန္ဒဖော်ထုတ်ပွဲတွေကနေ ဆင့်ကဲပြောင်းလဲ လာတဲ့ လက်နက်ကိုင်ခုခံတော်လှန်ရေးလှုပ်ရှားမှုတွေဟာ ဒီကနေ့အချိန်အထိ ဒေသအများစုမှာ ဆက်လက်အားကောင်း နေဆဲပါ။
"
မြေပုံတွေကပြောပြတဲ့ ပိတ်ဆို့ခံ ဂါဇာဒေသခံတွေရဲ့ဘဝ,"Sat, 28 Oct 2023 13:41:39 GMT",https://www.bbc.com/burmese/articles/c99qq77z9e5o,https://www.bbc.com/burmese/articles/c99qq77z9e5o,စီးပွားရေး၊ ကျန်းမာရေးနဲ့ ပညာရေးအစ ရေသုံးစွဲရတဲ့အခြေအနေအဆုံး ဂါဇာကမ်းမြောင်မှာနေထိုင်ရတဲ့ဘဝတွေအကြောင်း မြေပုံရှင်းပြချက်တွေနဲ့အတူ ဖတ်ရှုနိုင်ပါတယ်။
စစ်ဆင်‌ရေး ၁၀၂၇ - ရှမ်းပြည် မြောက်ပိုင်းက မဟာမိတ်စစ်ဆင်မှု ,"Fri, 27 Oct 2023 14:29:59 GMT",https://www.bbc.com/burmese/articles/cqv965xj54eo,https://www.bbc.com/burmese/articles/cqv965xj54eo,စစ်ဆင်‌ရေး ၁၀၂၇ (Operation – 1027) လို့ အမည်ပေးထားတဲ့ မြောက်ပိုင်းမဟာမိတ်တွေရဲ့ တိုက်ခိုက်မှုဟာ လားရှိုးကနေ တရုတ်နယ်စပ်က ချင်းရွှေဟော် အထိ ဖြန့်ကြက် ထားပါတယ်။
ကေအိုင်အို - ၆၃  နှစ်အတွင်း အပြင်းထန်ဆုံးကာလကို ရင်ဆိုင်ခြင်း ,"Wed, 25 Oct 2023 15:02:34 GMT",https://www.bbc.com/burmese/articles/c0djy7g38weo,https://www.bbc.com/burmese/articles/c0djy7g38weo,KIO ရဲ့ လက်နက်ကိုင်တပ်ဖွဲ့ဖြစ်တဲ့ ကချင်လွတ်လပ်ရေးတပ် KIA ဟာ စစ်ကောင်စီရဲ့ မကြုံစဖူး ပြင်းထန်တဲ့ လေကြောင်းတိုက်ခိုက်မှုတွေနဲ့ ရင်ဆိုင်နေရသလို စစ်ကောင်စီရဲ့ လက်နက်ကြီးပစ်ခတ်မှုကလည်း ဌာနချုပ် လိုင်ဇာ အနီးတဝိုက်ကို နေ့စဉ်လိုလို ကျရောက်နေပါတယ်။
စစ်တပ်ရဲ့လေကြောင်းပစ်ခတ်မှုကို ဘယ်သူတွေက အမိန့်ပေးသလဲ ,"Mon, 23 Oct 2023 05:42:47 GMT",https://www.bbc.com/burmese/articles/cpvlyqnxkw7o,https://www.bbc.com/burmese/articles/cpvlyqnxkw7o,စစ်ကောင်စီရဲ့ တပ်ဖွဲ့တွေထဲ ဘယ်လိုတာဝန်ရှိသူတွေက အခုလိုလူသေဆုံးမှုများပြားတဲ့ လေကြောင်းတိုက်ခိုက်မှုတွေကို တာဝန်ယူ ပစ်မှတ်ရွေးချယ် အမိန့်ပေးတာမျိုးတွေလုပ်နေလဲဆိုတာကိုတော့အများစုက မသိရှိကြပါဘူး။
မြန်မာစစ်ကောင်စီ၊ ရုရှားနဲ့ တာလီဘန်တို့ တက်ရောက်တဲ့ တရုတ် ပိုးလမ်းမဖိုရမ်,"Tue, 17 Oct 2023 10:02:05 GMT",https://www.bbc.com/burmese/articles/cj78jk84nzxo,https://www.bbc.com/burmese/articles/cj78jk84nzxo,ပြည်တွင်းက အခင်းအကျင်းတွေကြောင့် ကမ္ဘာ့သံခင်းတမန်ခင်းမှာ ‌ဖယ်ကျဥ်မှု အတိုင်းအတာတစ်ခုအထိ ကြုံနေရတဲ့စစ်ကောင်စီ၊ ရုရှားနဲ့ တာလီဘန်တို့ တရုတ်သမ္မတ ဦးဆောင်တဲ့ ပိုးလမ်းမဖိုရမ်ကို တက်ရောက်နေကြပါတယ်။
အပစ်ရပ်စာချုပ် - ချန်လှပ်ခံရတဲ့ လက်နက်ကိုင် သုံးဖွဲ့ ဘယ်လောက် အင်အားကြီးလာသလဲ,"Sun, 15 Oct 2023 05:48:44 GMT",https://www.bbc.com/burmese/articles/c72mz5p7yv4o,https://www.bbc.com/burmese/articles/c72mz5p7yv4o,မြောက်ပိုင်းညီနောင် ၃ ဖွဲ့လို့သိကြတဲ့ MNDAA၊ AA နဲ့ TNLA တို့ဟာ လွန်ခဲ့တဲ့ ၈ နှစ်တုန်းက အပစ်ရပ်စာချုပ်(NCA)လက်မှတ်ရေးထိုးမယ့်အချိန်မှာ ‘‘ထိန်းချုပ်နယ်မြေ၊ လူအင်အားနဲ့ ပဏာမအပစ်ရပ်စာချုပ် ချုပ်ဆိုထားတာမရှိဘူး’’ ဆိုတဲ့ အကြောင်းပြချက်တွေနဲ့ ချန်လှပ်ထားခံခဲ့ရပါတယ်။
အိုက်ဟော့ - တရုတ်က ဝရမ်းထုတ်တဲ့ ‘ဝ’ အရာရှိ ,"Fri, 13 Oct 2023 13:42:22 GMT",https://www.bbc.com/burmese/articles/crg10xyxnjlo,https://www.bbc.com/burmese/articles/crg10xyxnjlo,"အွန်လိုင်းငွေလိမ်ဂိုဏ်းတွေနဲ့ ဆက်စပ်နေသူတွေကို တရုတ်ပြန်လွှဲပေးတာ စုစုပေါင်း ၂,၀၀၀ ကျော်အထိရှိလာတဲ့အထဲမှာ UWSA က အများဆုံး လွှဲပေးခဲ့တာ ဖြစ်ပါတယ်။"
ဘီဘီစီ မြန်မာ နေ့စဉ် ရုပ်သံအစီအစဉ်ကို မဇ္စျိမတီဗီ တွင် ကြည့်ရှုနိုင်ပြီ,"Mon, 26 Mar 2018 16:15:48 GMT",https://www.bbc.co.uk/burmese/institutional-43548528,https://www.bbc.co.uk/burmese/institutional-43548528,နိုင်ငံတကာ နှင့် ဒေသတွင်းဖြစ်ပျက်နေသည့် နေ့စဉ် အရေးကြီးသတင်းများကို ပရိသတ်ထံသို့ အရောက် သယ်ဆောင်လာပါပြီ။
ဂါဇာပဋိပက္ခ အရှိန်မြင့်နေချိန်မှာ ယူကရိန်းစစ်ပွဲ အခြေအနေ ဘယ်လိုရှိနေသလဲ,"Wed, 08 Nov 2023 16:51:34 GMT",https://www.bbc.com/burmese/articles/cw42103z38ko,https://www.bbc.com/burmese/articles/cw42103z38ko,အစ္စရေးရဲ့ ဂါဇာစစ်ပွဲကြောင့် ယူကရိန်းစစ်ပွဲအပေါ် ကမ္ဘာရဲ့ အာရုံစိုက်မှုက ပြောင်းသွားခဲ့ပါတယ်။ ပြီးခဲ့တဲ့လအတွင်း ယူကရိန်းစစ်ပွဲမှာ ဘယ်လို အပြောင်းအလဲတွေ ဖြစ်ခဲ့သလဲ
၁၀၂၇ စစ်ဆင်ရေးကြောင့် ကာလုံအစည်းအဝေး ခေါ်ယူ,"Wed, 08 Nov 2023 15:27:46 GMT",https://www.bbc.com/burmese/articles/c3g2x9zmngzo,https://www.bbc.com/burmese/articles/c3g2x9zmngzo,ရှမ်းပြည်နယ်(မြောက်ပိုင်း)မှာဖြစ်ပေါ်နေတဲ့ ၁၀၂၇ စစ်ဆင်ရေး နဲ့ စစ်ကိုင်းတိုင်းထဲက တိုက်ခိုက်မှုတွေအတွင်း မြို့တချို့ နဲ့ တပ်စခန်းတွေ အသိမ်းခံရပြီးတဲ့နောက်မှာ စစ်ကောင်စီက အမျိုးသားကာကွယ်‌ရေးနဲ့ လုံခြုံရေးကောင်စီ အစည်းအဝေးကို ဒီကနေ့မှာ ခေါ်ယူလိုက်ပါတယ်။
ဟားမတ်စ် လိုဏ်ခေါင်း၀င်ပေါက် ရာကျော် ဖျက်ဆီးပစ်ခဲ့တယ်လို့ အစ္စရေးပြော - နို၀င်ဘာ ၈ ရက် ညနေခင်း နိုင်ငံတကာသတင်းများ,"Wed, 08 Nov 2023 15:48:55 GMT",https://www.bbc.com/burmese/articles/c88dq8p94xvo,https://www.bbc.com/burmese/articles/c88dq8p94xvo,နို၀င်ဘာ ၈ ရက် ညနေခင်း နိုင်ငံတကာသတင်းများ
၉၉ တပ်မမှူး သေဆုံးမှု ဘာတွေထူးခြားလဲ,"Wed, 08 Nov 2023 16:12:12 GMT",https://www.bbc.com/burmese/articles/cj5pjl6p4pdo,https://www.bbc.com/burmese/articles/cj5pjl6p4pdo,မြန်မာစစ်တပ် သမိုင်းမှာ တိုက်ပွဲအတွင်း တပ်မမှူးတစ်ယောက်သေဆုံးတာ ဖြစ်တောင့်ဖြစ်ခဲဖြစ်ပြီး ဗိုလ်မှူးချုပ် အောင်ကျော်လွင် ဖြစ်စဉ်ပါထည့်ပေါင်းမှ နှစ်ဦးပဲ ရှိသေးတယ်လို့ အငြိမ်းစားတပ်မတော်အရာရှိတွေက ပြောကြပါတယ်။
နိုဝင်ဘာ ၈ ရက် ထိပ်တန်းသတင်းများ - SSPP ရဲ့ တိုက်နယ်မှူးကိုလွှတ်ပေးလိုက်တယ်လို့ TNLA ပြော ,"Wed, 08 Nov 2023 13:13:30 GMT",https://www.bbc.com/burmese/articles/c3g2ny1pwelo,https://www.bbc.com/burmese/articles/c3g2ny1pwelo,ကိုးကန့်ဒေသ၊ လောက်ကိုင်မြို့ပြင်အနီးတစ်ဝိုက်မှာ မနေ့ နိုဝင်ဘာ ၇ ရက် ည ၁၀ နာရီနောက်ပိုင်းကစပြီး ပစ်ခတ်မှုအကြီးအကျယ်ဖြစ်ခဲ့တာကြောင့် တရုတ် - မြန်မာနယ်စပ်မျဉ်း မိုင်တိုင်အမှတ် (၁၂၅) တိုက်ပွဲရှောင်စခန်းကိုသွားရောက်သူတွေများလာပြီလို့ ဒေသခံအချို့ကဘီဘီစီကိုပြောပါတယ်။
လောက်ကိုင်- တိုက်ပွဲတွေကြားကမြို့ဘာဆက်ဖြစ်မလဲ,"Wed, 08 Nov 2023 03:49:58 GMT",https://www.bbc.com/burmese/articles/cx01xx25vwjo,https://www.bbc.com/burmese/articles/cx01xx25vwjo,လက်ရှိ ကိုးကန့်အုပ်ချုပ်ရေးအဖွဲ့ကို လဲလှယ်ဖို့အရေးမှာ  မြို့မပျက်စေဖို့ တရုတ်ကဆန္ဒရှိပြီး ချင်းရွှေဟော်ကို သိမ်းခဲ့ပေမယ့် မြို့မပျက်ခဲ့တဲ့ပုံစံကို တရုတ်အရေးကျွမ်းကျင်သူတစ်ဦးက ထောက်ပြပါတယ်။
ဂါဇာမြို့ကနေ အရပ်သားတွေထွက်ခွာဖို့ အစ္စရေးစစ်တပ်က ၄ နာရီအချိန်ပေးထား - နို၀င်ဘာ ၇ ရက် ညပိုင်း နိုင်ငံတကာသတင်းများ,"Tue, 07 Nov 2023 16:16:38 GMT",https://www.bbc.com/burmese/articles/cyr2d512yy6o,https://www.bbc.com/burmese/articles/cyr2d512yy6o,နို၀င်ဘာ ၇ ရက် ညပိုင်း နိုင်ငံတကာသတင်းများ
မြန်မာ - အိန္ဒိယနယ်စပ်က ခမ်းပတ်မြို့ကို NUG ထပ်မံသိမ်းပိုက် ,"Tue, 07 Nov 2023 11:59:50 GMT",https://www.bbc.com/burmese/articles/c1r2j3vwl4no,https://www.bbc.com/burmese/articles/c1r2j3vwl4no,ခမ်းပတ်ဟာ အမျိုးသားညီညွတ်ရေးအစိုးရ(NUG)အတွက် ကောလင်းမြို့ပြီးရင် ဒုတိယမြောက် သိမ်းပိုက်တဲ့မြို့ဖြစ်လာပါတယ်။
အမေရိကန်က ထိုင်ဝမ်ကို တိတ်တဆိတ် လက်နက်တပ်ပေးနေ,"Tue, 07 Nov 2023 11:47:56 GMT",https://www.bbc.com/burmese/articles/cd1pqee33w1o,https://www.bbc.com/burmese/articles/cd1pqee33w1o,အမေရိကန်ဟာ နိုင်ငံတစ်နိုင်ငံအဖြစ် သူတရားဝင်အသိအမှတ်မပြုထားတဲ့ထိုင်ဝမ်ကျွန်းကို လက်နက်တွေပို့နိုင်ဖို့ ငွေကြေး အိတ်စိုက်ထုတ်သုံးနေပါတယ်။
နိုဝင်ဘာ ၇ ရက် ထိပ်တန်းသတင်းများ - လောက်ကိုင်ကထွက်လာသူတွေ လမ်းမှာပိတ်မိနေ,"Tue, 07 Nov 2023 12:04:58 GMT",https://www.bbc.com/burmese/articles/cv2zwlqnwl6o,https://www.bbc.com/burmese/articles/cv2zwlqnwl6o,ရှမ်းပြည်မြောက်ပိုင်းအတွင်း တိုက်ပွဲတွေနဲ့လမ်းပိတ်ဆို့ထားမှုတွေကြောင့် လောက်ကိုင်မြို့ကို ပြည်မကနေ ဆန်တင်ပို့လို့မရတော့တဲ့နောက် ဆန်စျေး အဆမတန်တက်နေသလို ရောင်းချမယ့်သူလည်းမရှိတာကြောင့် အများစုက ခေါက်ဆွဲခြောက်တွေနဲ့သာ စားသောက်ရေးဖြေရှင်းနေရတယ်လို့ ပြောပါတယ်။
တောင်ကိုရီးယားမှာ ကြမ်းပိုးတွေ ပြန့်ပွားနေလို့ အစိုးရ နှိမ်နင်းနေရ,"Tue, 07 Nov 2023 11:47:04 GMT",https://www.bbc.com/burmese/articles/cd1pn7xddwgo,https://www.bbc.com/burmese/articles/cd1pn7xddwgo,မြို့တော် ဆိုးလ်အပါအဝင် ဘူဆန်နဲ့ အင်ချွန်းမြို့တွေမှာ ကြမ်းပိုး ပြန့်ပွားမှု အနည်းဆုံး ၁၇ ခု ရှိတယ်လို့ ဒေသတွင်း မီဒီယာတွေမှာ ဖော်ပြထားပါတယ်။
